2021-03-31 16:55:51,"b'RT @JerotichSeii: Because my only skin in the game is Energy Justice.\n\nBar a couple, EVERY single member of the Task Force is an interested\xe2\x80\xa6'"
2021-03-31 16:46:43,"b'RT @JerotichSeii: @DavidNdii @KenGenKenya is not a stranger in ""cartel"" Jerusalem. \n\nThis is another reason why they are trying hard to ""am\xe2\x80\xa6'"
2021-03-31 16:29:49,"b'RT @JerotichSeii: Because my only skin in the game is Energy Justice.\n\nBar a couple, EVERY single member of the Task Force is an interested\xe2\x80\xa6'"
2021-03-31 16:29:19,"b'@MarthaKarua @StateHouseKenya When you hire criminals to be police officers. It is easy for innocent people to be arrested, convicted and jailed, but It is difficult ,close to impossible to have criminals arrested, convicted and jailed...#SwitchOffKPLC'"
2021-03-31 16:27:06,"b'RT @JerotichSeii: Because my only skin in the game is Energy Justice.\n\nBar a couple, EVERY single member of the Task Force is an interested\xe2\x80\xa6'"
2021-03-31 15:54:05,"b'RT @JerotichSeii: @DavidNdii @KenGenKenya is not a stranger in ""cartel"" Jerusalem. \n\nThis is another reason why they are trying hard to ""am\xe2\x80\xa6'"
2021-03-31 15:27:53,"b'RT @JerotichSeii: 2. Meanwhile in Kenya: crony capitalists, boards, multi nationals, multilateral lenders, money launderers, Kick Back King\xe2\x80\xa6'"
2021-03-31 15:21:38,"b'RT @JerotichSeii: @DavidNdii @KenGenKenya is not a stranger in ""cartel"" Jerusalem. \n\nThis is another reason why they are trying hard to ""am\xe2\x80\xa6'"
2021-03-31 15:19:05,"b'RT @JerotichSeii: Because my only skin in the game is Energy Justice.\n\nBar a couple, EVERY single member of the Task Force is an interested\xe2\x80\xa6'"
2021-03-31 15:15:10,"b'RT @KaranjaMatindi: Unfortunately, the energy cartels, protected by none other than @EnergyMinK &amp; @ketercharles, have decided to unconstitu\xe2\x80\xa6'"
2021-03-31 15:05:30,"b'RT @JerotichSeii: Because my only skin in the game is Energy Justice.\n\nBar a couple, EVERY single member of the Task Force is an interested\xe2\x80\xa6'"
2021-03-31 14:15:49,"b'RT @JerotichSeii: Because my only skin in the game is Energy Justice.\n\nBar a couple, EVERY single member of the Task Force is an interested\xe2\x80\xa6'"
2021-03-31 14:15:09,b'RT @JerotichSeii: Let us all\n\n#SwitchOffKPLC'
2021-03-31 14:13:08,b'RT @JerotichSeii: @MihrThakar @OECD @StateDept @OrmatTechnolog1 @KenyaPower Yup! And they owe KRA Sh24B in unpaid taxes. Once you start unr\xe2\x80\xa6'
2021-03-31 14:04:35,"b'RT @JerotichSeii: Because my only skin in the game is Energy Justice.\n\nBar a couple, EVERY single member of the Task Force is an interested\xe2\x80\xa6'"
2021-03-31 14:03:20,"b'RT @JerotichSeii: Because my only skin in the game is Energy Justice.\n\nBar a couple, EVERY single member of the Task Force is an interested\xe2\x80\xa6'"
2021-03-31 13:52:24,"b'RT @JerotichSeii: Because my only skin in the game is Energy Justice.\n\nBar a couple, EVERY single member of the Task Force is an interested\xe2\x80\xa6'"
2021-03-31 13:50:16,"b'RT @JerotichSeii: Because my only skin in the game is Energy Justice.\n\nBar a couple, EVERY single member of the Task Force is an interested\xe2\x80\xa6'"
2021-03-31 13:48:54,"b'RT @KaranjaMatindi: Unfortunately, the energy cartels, protected by none other than @EnergyMinK &amp; @ketercharles, have decided to unconstitu\xe2\x80\xa6'"
2021-03-31 13:12:47,b'@Benjaminmalek2 @DavidNdii Groundhog Day.\n\n#SwitchOffKPLC'
2021-03-31 13:12:02,"b'RT @JerotichSeii: Because my only skin in the game is Energy Justice.\n\nBar a couple, EVERY single member of the Task Force is an interested\xe2\x80\xa6'"
2021-03-31 13:04:24,"b'RT @JerotichSeii: Because my only skin in the game is Energy Justice.\n\nBar a couple, EVERY single member of the Task Force is an interested\xe2\x80\xa6'"
2021-03-31 12:55:19,"b'RT @JerotichSeii: @DavidNdii @KenGenKenya is not a stranger in ""cartel"" Jerusalem. \n\nThis is another reason why they are trying hard to ""am\xe2\x80\xa6'"
2021-03-31 12:52:53,"b'RT @JerotichSeii: @DavidNdii @KenGenKenya is not a stranger in ""cartel"" Jerusalem. \n\nThis is another reason why they are trying hard to ""am\xe2\x80\xa6'"
2021-03-31 12:47:40,"b'RT @JerotichSeii: @DavidNdii @KenGenKenya is not a stranger in ""cartel"" Jerusalem. \n\nThis is another reason why they are trying hard to ""am\xe2\x80\xa6'"
2021-03-31 12:45:25,"b'RT @JerotichSeii: Because my only skin in the game is Energy Justice.\n\nBar a couple, EVERY single member of the Task Force is an interested\xe2\x80\xa6'"
2021-03-31 12:43:55,b'@citizentvkenya \xf0\x9f\x98\x82 \xf0\x9f\x98\x82 \xf0\x9f\x98\x82  April fools came early? #SwitchOffKPLC'
2021-03-31 12:42:27,b'Let us all\n\n#SwitchOffKPLC https://t.co/aFHiKxBJRX'
2021-03-31 12:28:29,"b'RT @JerotichSeii: @DavidNdii @KenGenKenya is not a stranger in ""cartel"" Jerusalem. \n\nThis is another reason why they are trying hard to ""am\xe2\x80\xa6'"
2021-03-31 12:21:52,b'#switchoffkplc \n@JerotichSeii @HonAdenDuale kindly share progress of this.. https://t.co/4iU2n4IDTv'
